origen;destino;a_ofertados;v_ofertados;distancia;tiempo;carreteras;n_tramos;riesgo;velocidad_media
Aranjuez;Pozuelo de Alarcón;3.0;1.0;60467.0;3199.0;M-305,A-4,M-40;3;si;68.05
Aranjuez;Rivas-Vaciamadrid;2.5;1.0;51290.0;2529.0;M-305,A-4,M-50;3;si;73.01
Aranjuez;San Martín de la Vega;1.5;1.0;23919.0;1632.0;M-305,M-307;2;no;52.76
Aranjuez;San Sebastián de los Reyes;2.83;1.17;64577.0;3630.0;M-305,A-4,M-30;3;no;64.04
Aranjuez;Sevilla la Nueva;2.0;1.0;70192.0;3493.0;M-305,A-4,M-50;3;si;72.34
Aranjuez;Soto del Real;3.0;1.0;91526.0;4780.0;A-4,M-30,M-607;3;no;68.93
Aranjuez;Torrejón de Ardoz;2.48;1.17;60237.0;3077.0;A-4,M-50;2;si;70.48
Aranjuez;Torrelaguna;3.0;1.0;105756.0;5100.0;A-4,A-1;2;no;74.65
Aranjuez;Tres Cantos;2.5;1.0;71904.0;3903.0;M-305,A-4,M-30;3;no;66.32
Aranjuez;Valdemoro;4.1;1.81;22297.0;1360.0;M-305,A-4;2;no;59.02
Aranjuez;Velilla de San Antonio;3.0;1.0;55785.0;2728.0;A-4,M-50;2;si;73.62
Aranjuez;Villamanrique de Tajo;3.0;1.0;38814.0;2411.0;M-318,M-325;2;no;57.96
Aranjuez;Villaviciosa de Odón;3.5;1.0;54205.0;2745.0;A-4,M-50;2;si;71.09
Aranjuez;Zarzalejo;3.0;1.0;96885.0;5004.0;A-4,M-50,M-503;3;si;69.7
Arganda del Rey;Ajalvir;1.5;1.0;35911.0;1735.0;R-3,M-50;2;si;74.51
Arganda del Rey;Alcalá de Henares;2.15;1.09;26199.0;1875.0;M-300;1;no;50.3
Arganda del Rey;Alcobendas;2.0;1.0;42320.0;2445.0;A-3,M-30;2;si;62.31
Arganda del Rey;Alcorcón;1.85;1.0;43438.0;2148.0;A-3,M-50,M-45;3;si;72.8
Arganda del Rey;Aranjuez;2.56;1.06;46889.0;3176.0;M-313,M-311,M-305;3;no;53.15
Arganda del Rey;Arroyomolinos;4.0;1.0;56491.0;2573.0;A-3,M-50;2;si;79.04
Arganda del Rey;Boadilla del Monte;2.67;1.0;49802.0;2444.0;A-3,M-45,M-40;3;si;73.36
Arganda del Rey;Buitrago del Lozoya;0.0;1.0;96220.0;3856.0;M-50,A-1;2;si;89.83
Arganda del Rey;Campo Real;2.6;1.0;9244.0;797.0;Paseo de la Ilusión,M-209;2;no;41.75
Arganda del Rey;Chinchón;2.0;1.0;27868.0;1572.0;Carretera de Valencia,A-3,M-317;3;si;63.82
Arganda del Rey;Ciempozuelos;3.93;1.36;31528.0;2244.0;A-3,M-506,M-307;3;si;50.58
Arganda del Rey;Colmenar Viejo;2.0;1.0;58878.0;3189.0;A-3,M-30,M-607;3;si;66.47
Arganda del Rey;Colmenar de Oreja;4.5;1.5;36167.0;1964.0;A-3,M-404,M-311;3;si;66.29
Arganda del Rey;Coslada;3.0;1.33;24858.0;1578.0;R-3;1;no;56.71
Arganda del Rey;Daganzo de Arriba;1.0;1.0;38102.0;1993.0;R-3,M-50;2;si;68.82
Arganda del Rey;Fuenlabrada;2.38;1.0;42624.0;2107.0;A-3,M-50;2;si;72.83
Arganda del Rey;Fuentidueña de Tajo;2.23;1.0;36310.0;1694.0;A-3;1;si;77.16
Arganda del Rey;Gargantilla del Lozoya y Pinilla de Buitrago;3.0;1.0;101528.0;4256.0;M-50,A-1;2;si;85.88
Arganda del Rey;Getafe;2.77;1.31;37867.0;1798.0;A-3,M-50;2;si;75.82
Arganda del Rey;Las Rozas de Madrid;3.0;1.0;119234.0;5474.0;M-50,M-501;2;si;78.41
Arganda del Rey;Leganés;2.75;1.17;35398.0;2034.0;A-3,M-50,M-45;3;si;62.65
Arganda del Rey;Loeches;3.0;1.0;11311.0;850.0;M-300;1;no;47.91
Arganda del Rey;Madrid;4.95;2.41;29047.0;1823.0;A-3;1;si;57.36
Arganda del Rey;Mejorada del Campo;2.67;1.0;14012.0;948.0;Paseo de la Ilusión,R-3;2;no;53.21
Arganda del Rey;Morata de Tajuña;3.0;1.0;10830.0;894.0;Carretera de Morata de Tajuña,M-313;2;no;43.61
Arganda del Rey;Móstoles;2.27;1.0;47259.0;2286.0;A-3,M-50;2;si;74.42
Arganda del Rey;Parla;2.0;1.0;40355.0;2029.0;A-3,M-50;2;si;71.6
Arganda del Rey;Perales de Tajuña;2.2;1.0;12149.0;887.0;Calle Real,Avenida de Valencia,Carretera de Valencia;3;no;49.31
Arganda del Rey;Pinto;3.0;1.0;33775.0;1663.0;A-3,M-50;2;si;73.11
Arganda del Rey;Pozuelo de Alarcón;2.75;1.0;44896.0;2697.0;A-3,M-30;2;si;59.93
Arganda del Rey;Rivas-Vaciamadrid;3.0;1.23;9802.0;691.0;AR-30,A-3;2;si;51.07
Arganda del Rey;San Martín de la Vega;3.75;1.25;22786.0;1538.0;A-3,M-832,M-506;3;si;53.34
Arganda del Rey;San Sebastián de los Reyes;2.33;1.17;47126.0;2274.0;R-3,M-50;2;si;74.61
Arganda del Rey;Tielmes;2.0;1.0;16410.0;1168.0;Carretera de Valencia,Carretera Nacional III,M-204;3;no;50.58
Arganda del Rey;Torrejón de Ardoz;2.65;1.2;26212.0;1608.0;R-3,M-50;2;si;58.68
Arganda del Rey;Torrelodones;4.0;1.0;61224.0;3147.0;A-3,A-6;2;si;70.04
Arganda del Rey;Tres Cantos;1.5;1.0;50296.0;2792.0;A-3,M-30,M-607;3;si;64.85
Arganda del Rey;Valdelaguna;3.0;1.0;23013.0;1337.0;Carretera de Valencia,A-3,M-317;3;si;61.96
Arganda del Rey;Valdemoro;2.5;1.0;39299.0;1910.0;A-3,M-50,A-4;3;si;74.07
Arganda del Rey;Velilla de San Antonio;2.5;1.0;10200.0;908.0;Carretera de Loeches,Avenida de Valdearganda,M-208;3;no;40.44
Arganda del Rey;Villar del Olmo;3.0;1.0;23247.0;1577.0;M-209,M-209;2;no;53.07
Arganda del Rey;Villarejo de Salvanés;3.0;1.2;23972.0;1259.0;Carretera de Valencia,A-3;2;si;68.55
Arganda del Rey;Villaviciosa de Odón;3.5;1.67;52673.0;2398.0;A-3,M-50;2;si;79.08
Arroyomolinos;Alcalá de Henares;2.33;1.0;61710.0;3440.0;R-5,M-40,A-2;3;si;64.58
Arroyomolinos;Alcobendas;2.67;1.0;50980.0;2616.0;R-5,M-30,A-1;3;no;70.16
Arroyomolinos;Alcorcón;3.7;1.2;16597.0;965.0;A-5;1;si;61.92
Arroyomolinos;Arganda del Rey;2.5;1.0;55071.0;2492.0;R-5,M-50;2;si;79.56
Arroyomolinos;Boadilla del Monte;2.0;1.0;21869.0;1229.0;A-5,M-50;2;si;64.06
Arroyomolinos;Buitrago del Lozoya;3.0;1.0;108885.0;4612.0;R-5,A-1;2;no;84.99
Arroyomolinos;Ciempozuelos;1.0;1.0;33390.0;2238.0;M-410,M-404;2;no;53.71
Arroyomolinos;Collado Villalba;2.0;1.0;53808.0;2388.0;A-5,M-50,A-6;3;si;81.12
Arroyomolinos;Fuenlabrada;3.0;1.0;16088.0;1033.0;M-413,R-5,M-506;3;no;56.07
Arroyomolinos;Getafe;3.0;1.0;24653.0;1267.0;R-5,M-50;2;si;70.05
Arroyomolinos;Humanes de Madrid;2.5;1.0;10595.0;735.0;M-413,M-410;2;no;51.89
Arroyomolinos;Las Rozas de Madrid;1.67;1.0;62194.0;3938.0;M-507;1;no;56.86
Arroyomolinos;Madrid;3.23;1.31;31873.0;1863.0;R-5,A-42;2;si;61.59
Arroyomolinos;Majadahonda;2.0;1.0;32018.0;1626.0;A-5,M-50;2;si;70.89
Arroyomolinos;Móstoles;2.87;1.13;12741.0;844.0;M-413,A-5;2;si;54.35
Arroyomolinos;Navalcarnero;2.77;1.15;12259.0;725.0;M-413,A-5;2;si;60.87
Arroyomolinos;Parla;2.0;1.0;18470.0;1151.0;M-410,A-42;2;si;57.77
Arroyomolinos;Pinto;3.0;1.0;29464.0;1389.0;R-5,M-50;2;si;76.36
Arroyomolinos;Rivas-Vaciamadrid;2.0;1.0;46726.0;2001.0;R-5,M-50;2;si;84.06
Arroyomolinos;San Sebastián de los Reyes;2.5;1.0;51629.0;2690.0;R-5,M-30,A-1;3;no;69.09
Arroyomolinos;Somosierra;3.0;1.0;125518.0;5150.0;R-5,A-1;2;no;87.74
Arroyomolinos;Torrelodones;2.0;1.0;42431.0;1901.0;A-5,M-50;2;si;80.35
Becerril de la Sierra;Collado Villalba;2.0;1.0;11572.0;907.0;M-623,M-601;2;no;45.93
Becerril de la Sierra;Las Rozas de Madrid;2.0;1.0;79177.0;5616.0;M-600,M-512,M-501;3;no;50.75
Becerril de la Sierra;Madrid;2.0;1.0;49626.0;2840.0;A-6;1;no;62.91
Belmonte de Tajo;Arganda del Rey;3.0;1.0;27116.0;1572.0;M-317,A-3,Carretera de Valencia;3;si;62.1
Berzosa del Lozoya;Alcobendas;2.5;1.0;76896.0;3776.0;M-127,A-1;2;no;73.31
Berzosa del Lozoya;La Acebeda;2.0;1.0;25147.0;1557.0;M-127,M-137,M-978;3;no;58.14
Berzosa del Lozoya;Pinto;3.0;1.0;111568.0;5444.0;M-127,A-1,A-4;3;no;73.78
Berzosa del Lozoya;Valdemoro;2.0;1.0;117092.0;5690.0;M-127,A-1,A-4;3;no;74.08
Boadilla del Monte;Alcobendas;2.75;1.0;31981.0;2357.0;M-513,M-40;2;si;48.85
Boadilla del Monte;Alcorcón;3.09;1.18;12585.0;762.0;M-501,M-40,A-5;3;si;59.46
Boadilla del Monte;Aranjuez;2.0;1.0;56277.0;2653.0;M-50,A-4;2;si;76.37
Boadilla del Monte;Arganda del Rey;3.0;1.0;48510.0;2430.0;M-40,M-45,A-3;3;si;71.87
Boadilla del Monte;Arroyomolinos;2.0;1.0;21800.0;1178.0;M-50,A-5;2;si;66.62
Boadilla del Monte;Brunete;2.8;1.0;12185.0;890.0;M-513;1;no;49.29
Boadilla del Monte;Cadalso de los Vidrios;3.0;1.0;63637.0;3263.0;M-501;1;no;70.21
Boadilla del Monte;Chapinería;3.0;1.0;35020.0;1590.0;M-501;1;no;79.29
Boadilla del Monte;Collado Villalba;2.38;1.0;33838.0;1580.0;M-50,A-6;2;si;77.1
Boadilla del Monte;Coslada;2.0;1.0;34563.0;2008.0;M-40;1;si;61.97
Boadilla del Monte;El Escorial;3.0;1.0;37544.0;2308.0;M-50,M-505;2;si;58.56
Boadilla del Monte;Fuenlabrada;2.83;1.0;18067.0;1044.0;M-50,M-506;2;si;62.3
Boadilla del Monte;Galapagar;1.5;1.0;26371.0;1638.0;M-50,M-505;2;si;57.96
Boadilla del Monte;Getafe;2.71;1.0;21300.0;1235.0;M-501,M-40,M-45;3;si;62.09
Boadilla del Monte;Guadarrama;2.0;1.0;40936.0;1942.0;M-50,A-6;2;si;75.89
Boadilla del Monte;Hoyo de Manzanares;2.0;1.0;31684.0;1713.0;M-50,A-6;2;si;66.59
Boadilla del Monte;Humanes de Madrid;4.5;1.5;21836.0;1356.0;M-50,M-506;2;si;57.97
Boadilla del Monte;Las Rozas de Madrid;2.11;1.11;70997.0;3476.0;M-501;1;no;73.53
Boadilla del Monte;Leganés;2.62;1.0;17730.0;1243.0;M-501,M-40,M-425;3;si;51.35
Boadilla del Monte;Madrid;3.62;1.55;18282.0;1487.0;M-501,M-511,Avenida de Portugal;3;no;44.26
Boadilla del Monte;Majadahonda;2.71;1.18;12048.0;817.0;M-50,M-509;2;si;53.09
Boadilla del Monte;Móstoles;3.35;1.35;12750.0;871.0;M-50,M-506;2;si;52.7
Boadilla del Monte;Navacerrada;0.0;1.0;44413.0;2192.0;M-50,A-6,M-601;3;si;72.94
Boadilla del Monte;Navalcarnero;2.25;1.0;25067.0;1188.0;M-50,A-5;2;si;75.96
Boadilla del Monte;Navas del Rey;3.0;1.0;38089.0;1703.0;M-501;1;no;80.52
Boadilla del Monte;Parla;2.5;1.0;26295.0;1387.0;M-50;1;si;68.25
Boadilla del Monte;Pelayos de la Presa;3.0;1.0;49544.0;2390.0;M-501;1;no;74.63
Boadilla del Monte;Pozuelo de Alarcón;1.0;1.0;9080.0;864.0;M-513,Calle de Antonio Becerril;2;no;37.83
Boadilla del Monte;Rivas-Vaciamadrid;2.0;1.0;40165.0;1938.0;M-40,M-45;2;si;74.61
Boadilla del Monte;San Martín de Valdeiglesias;3.0;1.0;56511.0;2732.0;M-501;1;no;74.47
Boadilla del Monte;Sevilla la Nueva;4.0;1.0;20423.0;1149.0;Carretera de Boadilla a Villaviciosa,M-501,Calle Sevillanos;3;no;63.99
Boadilla del Monte;Torrelodones;2.6;1.0;22461.0;1093.0;M-50,A-6;2;si;73.98
Boadilla del Monte;Valdemoro;2.6;1.0;35330.0;1610.0;M-50;1;si;79.0
Boadilla del Monte;Villanueva de la Cañada;3.0;1.0;16827.0;1323.0;M-513,M-600;2;no;45.79
Boadilla del Monte;Villanueva del Pardillo;2.0;1.0;16152.0;905.0;M-50,M-509;2;si;64.25
Boadilla del Monte;Villaviciosa de Odón;3.06;1.06;8922.0;693.0;Carretera de Boadilla a Villaviciosa,M-501,Avenida Príncipe de Asturias;3;no;46.35
Brea de Tajo;Leganés;1.0;1.0;72118.0;3675.0;M-221,M-204,A-3;3;si;70.65
Brea de Tajo;Tielmes;1.0;1.0;19876.0;1158.0;M-221,M-204;2;no;61.79
Brunete;Ajalvir;3.0;1.0;71559.0;3013.0;M-501,M-45,M-50;3;si;85.5
Brunete;Alcalá de Henares;3.0;1.0;68628.0;3784.0;M-501,M-40,A-2;3;si;65.29
Brunete;Alcorcón;2.5;1.0;20228.0;1175.0;M-600,M-501,M-506;3;no;61.98
Brunete;Algete;3.0;1.0;56242.0;3520.0;M-513,M-40,A-1;3;si;57.52
Brunete;Boadilla del Monte;3.0;1.0;11852.0;869.0;M-513;1;no;49.1
Brunete;Cadalso de los Vidrios;3.33;1.0;48919.0;2584.0;M-501;1;no;68.15
Brunete;Chapinería;3.0;1.0;20302.0;911.0;M-501;1;no;80.23
Brunete;Collado Villalba;2.0;1.0;32040.0;2375.0;M-600,M-510;2;no;48.57
Brunete;El Escorial;3.0;1.0;26404.0;1638.0;M-600;1;no;58.03
Brunete;Fresnedillas de la Oliva;3.0;1.0;25545.0;1698.0;M-522,M-521,M-521;3;no;54.16
Brunete;Fuenlabrada;3.0;1.0;25737.0;1400.0;M-501,M-506;2;no;66.18
Brunete;Galapagar;3.0;1.0;24388.0;1812.0;M-600,M-510;2;no;48.45
Brunete;Getafe;2.0;1.0;32868.0;1636.0;M-501,M-506,M-50;3;si;72.33
Brunete;Las Rozas de Madrid;1.0;1.0;56279.0;2797.0;M-501;1;no;72.44
Brunete;Leganés;3.0;1.0;28231.0;1641.0;M-501,M-506,M-50;3;si;61.93
Brunete;Madrid;3.47;1.32;32288.0;2062.0;M-501,M-511,Avenida de Portugal;3;no;56.37
Brunete;Majadahonda;1.33;1.0;20855.0;1323.0;M-513,M-50;2;si;56.75
Brunete;Móstoles;3.4;1.2;16593.0;1038.0;M-501,M-506,M-856;3;no;57.55
Brunete;Navalagamella;2.0;1.0;19814.0;1271.0;M-522,M-521;2;no;56.12
Brunete;Navalcarnero;3.33;1.17;15468.0;1075.0;M-600;1;no;51.8
Brunete;Navas del Rey;4.0;1.5;23371.0;1024.0;M-501;1;no;82.16
Brunete;Parla;3.0;1.0;34168.0;1782.0;M-501,M-506,M-50;3;si;69.03
Brunete;Pelayos de la Presa;3.0;1.0;34826.0;1711.0;M-501;1;no;73.28
Brunete;Pinto;3.0;1.0;37679.0;1759.0;M-501,M-506,M-50;3;si;77.11
Brunete;Quijorna;3.0;1.0;8836.0;530.0;M-501,M-522;2;no;60.02
Brunete;San Lorenzo de El Escorial;2.0;1.0;28363.0;1964.0;M-600;1;no;51.99
Brunete;San Martín de Valdeiglesias;4.71;1.57;41793.0;2053.0;M-501;1;no;73.29
Brunete;Sevilla la Nueva;2.67;1.0;7866.0;537.0;Calle de Madrid,M-600,Calle Sevillanos;3;no;52.73
Brunete;Torrejón de Ardoz;4.0;1.0;61860.0;2886.0;M-501,M-45;2;no;77.16
Brunete;Valdemoro;3.0;1.0;43203.0;2005.0;M-501,M-50,A-4;3;si;77.57
Brunete;Villanueva de la Cañada;2.75;1.0;5132.0;489.0;M-600;1;no;37.78
Brunete;Villaviciosa de Odón;2.93;1.13;12841.0;715.0;M-501,M-506;2;no;64.65
Buitrago del Lozoya;Alcalá de Henares;2.77;1.08;80033.0;3492.0;A-1,R-2;2;no;82.51
Buitrago del Lozoya;Alcobendas;3.11;1.29;61055.0;2622.0;A-1;1;no;83.83
Buitrago del Lozoya;Alcorcón;3.0;1.0;93616.0;4225.0;A-1,M-30;2;no;79.77
Buitrago del Lozoya;Algete;2.0;1.0;59754.0;2534.0;A-1;1;no;84.89
Buitrago del Lozoya;Aranjuez;1.0;1.0;122198.0;5580.0;A-1,A-4;2;no;78.84
Buitrago del Lozoya;Arganda del Rey;0.5;1.0;97341.0;4042.0;A-1,M-50;2;si;86.7
Buitrago del Lozoya;Arroyomolinos;3.0;1.0;107473.0;4780.0;A-1,R-5;2;no;80.94
Buitrago del Lozoya;Cercedilla;3.0;1.0;66026.0;4256.0;M-604;1;no;55.85
Buitrago del Lozoya;Collado Mediano;1.0;1.0;68670.0;3691.0;A-1,M-608;2;no;66.98
Buitrago del Lozoya;Colmenar Viejo;4.0;1.5;53635.0;2748.0;A-1,M-608;2;no;70.26
Buitrago del Lozoya;Coslada;2.14;1.0;75196.0;3308.0;A-1;1;no;81.83
Buitrago del Lozoya;El Molar;3.22;1.22;32471.0;1405.0;A-1;1;no;83.2
Buitrago del Lozoya;Fuenlabrada;1.0;1.0;101378.0;4609.0;A-1,A-42;2;si;79.18
Buitrago del Lozoya;Getafe;3.0;1.0;92392.0;4173.0;A-1;1;no;79.71
Buitrago del Lozoya;Guadalix de la Sierra;2.4;1.0;31792.0;1475.0;A-1;1;no;77.59
Buitrago del Lozoya;La Acebeda;3.0;1.0;12640.0;698.0;A-1,M-978;2;no;65.19
Buitrago del Lozoya;La Cabrera;2.06;1.06;16685.0;910.0;A-1;1;no;66.01
Buitrago del Lozoya;Leganés;2.5;1.0;91524.0;4336.0;A-1;1;no;75.99
Buitrago del Lozoya;Lozoya;3.0;1.0;21783.0;1247.0;A-1,M-604;2;no;62.89
Buitrago del Lozoya;Lozoyuela-Navas-Sieteiglesias;3.25;1.12;8593.0;493.0;Avenida de Madrid,A-1;2;no;62.75
Buitrago del Lozoya;Madrid;5.0;2.42;76353.0;3602.0;A-1;1;no;76.31
Buitrago del Lozoya;Manzanares el Real;2.0;1.0;50132.0;2736.0;A-1,M-608;2;no;65.96
Buitrago del Lozoya;Miraflores de la Sierra;3.0;1.0;41765.0;2090.0;A-1,M-608;2;no;71.94
Buitrago del Lozoya;Montejo de la Sierra;3.0;1.0;15542.0;1025.0;M-137;1;no;54.59
Buitrago del Lozoya;Móstoles;2.75;1.0;98453.0;4550.0;A-1,M-30;2;no;77.9
Buitrago del Lozoya;Parla;3.0;1.0;100708.0;4540.0;A-1,A-42;2;si;79.86
Buitrago del Lozoya;Pinto;3.0;1.0;95727.0;4290.0;A-1,A-4;2;no;80.33
Buitrago del Lozoya;Puebla de la Sierra;3.0;1.0;31603.0;2280.0;M-137,M-130;2;no;49.9
Buitrago del Lozoya;Rivas-Vaciamadrid;1.0;1.0;92230.0;3602.0;A-1,M-50;2;si;92.18
Buitrago del Lozoya;San Martín de la Vega;0.0;1.0;107427.0;4504.0;A-1,M-50;2;si;85.87
Buitrago del Lozoya;San Sebastián de los Reyes;2.93;1.22;57133.0;2565.0;A-1;1;no;80.19
Buitrago del Lozoya;Somosierra;2.06;1.0;16878.0;766.0;A-1;1;no;79.32
Buitrago del Lozoya;Soto del Real;2.0;1.0;41301.0;1995.0;A-1,M-608;2;no;74.53
Buitrago del Lozoya;Talamanca de Jarama;2.0;1.0;41333.0;2110.0;A-1,M-122;2;no;70.52
Buitrago del Lozoya;Torrejón de Ardoz;2.0;1.0;74804.0;3111.0;A-1;1;no;86.56
Buitrago del Lozoya;Torrelaguna;3.0;1.0;27526.0;1578.0;A-1,M-124;2;no;62.8
Buitrago del Lozoya;Torrelodones;2.0;1.0;79484.0;4448.0;A-1,M-608,M-618;3;no;64.33
Buitrago del Lozoya;Tres Cantos;3.0;1.0;64165.0;3129.0;A-1,M-608,M-607;3;no;73.82
Buitrago del Lozoya;Velilla de San Antonio;1.0;1.0;86870.0;3438.0;A-1,M-50;2;si;90.96
Buitrago del Lozoya;Venturada;3.0;1.0;25700.0;1117.0;A-1;1;no;82.83
Buitrago del Lozoya;Villarejo de Salvanés;3.0;1.0;119231.0;4602.0;A-1,M-50,R-3;3;si;93.27
Buitrago del Lozoya;Villaviciosa de Odón;2.0;1.0;99247.0;4573.0;A-1,M-40;2;si;78.13
Bustarviejo;Alcalá de Henares;3.0;1.0;68350.0;3375.0;M-631,A-1,R-2;3;no;72.91
Bustarviejo;Algete;3.0;1.0;48071.0;2418.0;M-631,A-1;2;no;71.57
Bustarviejo;Berzosa del Lozoya;2.0;1.0;44021.0;2721.0;M-610,A-1,M-127;3;no;58.24
Bustarviejo;La Acebeda;2.0;1.0;40701.0;2052.0;M-610,A-1;2;no;71.41
Bustarviejo;La Cabrera;2.0;1.0;11398.0;923.0;M-610;1;no;44.46
Bustarviejo;Madrid;0.5;1.0;64670.0;3485.0;M-631,A-1;2;no;66.8
Bustarviejo;San Sebastián de los Reyes;1.0;1.0;45450.0;2449.0;M-631,A-1;2;no;66.81
Bustarviejo;Talamanca de Jarama;3.0;1.0;29650.0;1994.0;M-631,A-1,M-122;3;no;53.53
Cabanillas de la Sierra;Madrid;3.0;1.0;55179.0;2862.0;A-1;1;no;69.41
Cadalso de los Vidrios;Boadilla del Monte;3.0;1.0;61810.0;3298.0;M-541,M-501;2;no;67.47
Cadalso de los Vidrios;Brunete;3.0;1.0;48658.0;2627.0;M-541,M-501,M-501;3;no;66.68
Cadalso de los Vidrios;Cenicientos;3.0;1.0;5158.0;349.0;M-541;1;no;53.21
Cadalso de los Vidrios;Madrid;3.4;1.2;77251.0;4360.0;M-541,M-501,M-501;3;no;63.79
Cadalso de los Vidrios;Navas del Rey;3.0;1.0;22976.0;1504.0;M-541,M-501;2;no;55.0
Cadalso de los Vidrios;Pelayos de la Presa;3.0;1.0;13435.0;977.0;M-541;1;no;49.5
Cadalso de los Vidrios;San Martín de Valdeiglesias;3.0;1.0;11328.0;733.0;M-542,M-501;2;no;55.64
Cadalso de los Vidrios;Villaviciosa de Odón;3.0;1.0;57804.0;3013.0;M-541,M-501,M-501;3;no;69.07
Camarma de Esteruelas;Alcalá de Henares;2.0;1.0;9655.0;909.0;M-119,Avenida de Daganzo,Calle Vía Complutense;3;no;38.24
Camarma de Esteruelas;Madrid;2.0;1.0;37452.0;2371.0;M-119,A-2;2;si;56.87
Camarma de Esteruelas;Torrejón de Ardoz;2.0;1.0;18298.0;1131.0;M-119,A-2;2;si;58.24
Campo Real;Alcalá de Henares;2.55;1.09;19876.0;1579.0;M-220,M-300;2;no;45.32
Campo Real;Arganda del Rey;2.64;1.0;9551.0;841.0;M-209,M-821,Paseo de la Ilusión;3;no;40.88
Campo Real;Ciempozuelos;2.0;1.0;34726.0;2479.0;M-209,M-506,M-307;3;no;50.43
Campo Real;Loeches;2.33;1.11;8257.0;599.0;M-220,M-822,M-219;3;no;49.62
Campo Real;Madrid;1.8;1.0;34778.0;1976.0;M-209,R-3;2;no;63.36
Campo Real;Nuevo Baztán;1.0;1.0;13676.0;979.0;M-219;1;no;50.29
Campo Real;Olmeda de las Fuentes;3.0;1.0;18357.0;1162.0;M-209,M-234;2;no;56.87
Campo Real;Perales de Tajuña;3.0;1.0;14003.0;843.0;M-220;1;no;59.8
Campo Real;Rivas-Vaciamadrid;3.17;1.33;14458.0;1025.0;M-209,M-300,A-3;3;si;50.78
Campo Real;San Martín de la Vega;2.0;1.0;25984.0;1774.0;M-209,M-506;2;no;52.73
Campo Real;Torrejón de Ardoz;1.0;1.5;19456.0;1565.0;M-219,M-206,Carretera de Loeches;3;no;44.76
Campo Real;Villar del Olmo;3.0;1.0;13959.0;903.0;M-209;1;no;55.65
Campo Real;Villarejo de Salvanés;0.0;1.0;25996.0;1293.0;M-220,A-3;2;si;72.38
Canencia;Madrid;3.0;1.0;82360.0;4170.0;A-1;1;no;71.1
Carabaña;Madrid;3.0;1.0;53624.0;2834.0;A-3;1;si;68.12
Casarrubuelos;Alcalá de Henares;3.0;1.0;64902.0;2995.0;A-42,M-50;2;si;78.01
Casarrubuelos;Getafe;2.5;1.0;19866.0;951.0;A-42;1;si;75.2
Casarrubuelos;Madrid;5.5;2.0;34191.0;1937.0;A-42;1;si;63.55
Casarrubuelos;Parla;4.5;1.5;12455.0;681.0;A-42;1;si;65.84
Casarrubuelos;San Fernando de Henares;3.0;1.0;46474.0;2170.0;A-42,M-50;2;si;77.1
Casarrubuelos;Torrejón de Ardoz;3.0;1.0;51214.0;2358.0;A-42,M-50;2;si;78.19
Cenicientos;Cadalso de los Vidrios;3.0;1.0;5158.0;349.0;M-541;1;no;53.21
Cenicientos;Madrid;2.67;1.0;82981.0;4759.0;M-541,M-501,M-501;3;no;62.77
Cenicientos;Navas del Rey;3.0;1.0;28706.0;1902.0;M-541,M-541,M-501;3;no;54.33
Cenicientos;San Martín de Valdeiglesias;3.0;1.0;16486.0;1083.0;M-541,M-542,M-501;3;no;54.8
Cercedilla;Alcalá de Henares;3.0;1.0;83834.0;4548.0;M-607,M-104,A-1;3;no;66.36
Cercedilla;Aranjuez;2.0;1.0;103201.0;4701.0;A-6,M-50,A-4;3;si;79.03
Cercedilla;Buitrago del Lozoya;3.0;1.0;73541.0;3957.0;M-608,A-1;2;no;66.91
Cercedilla;Collado Villalba;2.4;1.2;17875.0;1226.0;M-622,Carretera Nacional 601,M-601;3;no;52.49
Cercedilla;Colmenar Viejo;2.0;1.0;29990.0;1973.0;M-607;1;no;54.72
Cercedilla;Getafe;2.0;1.0;68128.0;3361.0;A-6,M-50,M-40;3;si;72.97
Cercedilla;Guadalix de la Sierra;3.0;1.0;41721.0;2661.0;M-607,M-608;2;no;56.44
Cercedilla;Guadarrama;2.67;1.0;9205.0;816.0;M-622;1;no;40.61
Cercedilla;Las Rozas de Madrid;2.0;1.0;79334.0;5567.0;M-600,M-512,M-501;3;no;51.3
Cercedilla;Lozoyuela-Navas-Sieteiglesias;3.0;1.0;65389.0;3628.0;M-608,A-1;2;no;64.88
Cercedilla;Madrid;2.0;1.23;55929.0;3159.0;M-601,A-6;2;no;63.74
Cercedilla;Majadahonda;2.0;1.0;42017.0;2321.0;M-601,A-6,M-50;3;si;65.17
Cercedilla;Pinto;3.0;1.0;76730.0;3412.0;A-6,M-50;2;si;80.96
Cercedilla;Puebla de la Sierra;3.0;1.0;96678.0;6021.0;M-608,M-127,M-130;3;no;57.8
Cercedilla;Rivas-Vaciamadrid;2.0;1.0;78606.0;4048.0;A-6,M-30,A-3;3;si;69.91
Cercedilla;Soto del Real;3.0;1.0;28597.0;1973.0;M-607,M-608;2;no;52.18
Cercedilla;Torrejón de Ardoz;0.0;1.0;73050.0;4299.0;M-607,M-40;2;si;61.17
Cercedilla;Tres Cantos;2.0;1.0;40275.0;2331.0;M-607;1;no;62.2
Cercedilla;Valdemoro;2.5;1.0;82254.0;3659.0;M-601,A-6,M-50;3;si;80.93
Cervera de Buitrago;El Berrueco;2.0;1.0;13396.0;836.0;M-127;1;no;57.69
Cervera de Buitrago;Madrid;2.0;1.0;86691.0;4373.0;M-127,A-1;2;no;71.37
